clade_name	MS11669_jun23_nreads	MS11670_jun23_nreads	MS11673_jun23_nreads	MS11674_jun23_nreads	MS11675_jun23_nreads	MS11676_jun23_nreads	MS11677_jun23_nreads	MS11678_jun23_nreads	MS11679_jun23_nreads	MS11683_jun23_nreads	MS11684_jun23_nreads	MS11686_jun23_nreads	MS11770_jun23_nreads	MS11771_jun23_nreads	MS11774_jun23_nreads	MS11775_jun23_nreads
s__GGB37999_SGB56118	0.00435	0.0	0.01805	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04214	0.0	0.00214	0.0
s__Carnobacterium_mobile	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingomonas_fennica	0.00399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Usitatibacter_palustris	0.00387	0.15786	0.11272	0.0	0.0	0.0	0.0157	0.00403	0.03833	0.03981	0.0	0.01051	0.00694	0.0	0.00645	0.0
s__Arcobacter_aquimarinus	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingopyxis_granuli	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cellulomonas_timonensis	0.00342	0.0	0.0	0.0	0.00613	0.12502	0.1383	0.0	2.10105	0.9388	0.00874	0.0	0.0	0.0	0.00444	0.0
s__GGB52622_SGB132851	0.00307	0.0	0.0645	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.0
s__Phenylobacterium_sp_CCH12_B4	0.00277	0.0	0.0	0.0	0.0	0.0	0.02075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB98463_SGB138837	0.00266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Myxococcaceae_bacterium	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dietzia_aerolata	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brevundimonas_sp_MF30_B	0.00236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pedobacter_cryotolerans	0.00236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Stenotrophomonas_terrae	0.00223	0.0	0.0	0.0	0.08599	0.02488	0.0	0.00384	0.3137	0.01638	0.0	0.0	4.88028	0.43375	0.0	0.0
s__Brevundimonas_SGB38289	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01077	0.0	0.0
s__GGB91330_SGB134744	0.00209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02083	0.0	0.0	0.0	0.0	0.0	0.0
s__Inmirania_thermothiophila	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paralcaligenes_ureilyticus	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingopyxis_sp_DHUNG17	0.0019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brevundimonas_lenta	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Daejeonella_lutea	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB91645_SGB133927	0.00171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Arcobacter_sp_LA11	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brevundimonas_SGB107853	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Poseidonibacter_sp_JOD_M_6	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brevundimonas_sp_Root608	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB45011_SGB62515	0.00093	0.0	0.00394	0.0	0.0	0.0	0.0	0.0	0.0	0.01336	0.0	0.0	0.0	0.0	0.0	0.0
s__Sporosarcina_sp_BI001_red	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brevundimonas_pishanensis	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0
s__Pusillimonas_sp_MFBS29	0.00077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pusillimonas_sp_T7_7	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pusillimonas_ginsengisoli	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pedobacter_namyangjuensis	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodospirillaceae_bacterium_SYSU_D60015	0.00064	0.0	0.01888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4884_SGB6823	0.0	11.26721	0.20652	0.0	0.0	0.00186	0.0	8.37373	0.0	0.0	0.0	0.0	0.40864	0.0	0.28082	0.0
s__Flavobacterium_sp_140616W15	0.0	7.71552	0.0	0.0	0.0	1.17019	0.03668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01279
s__Denitrificimonas_caeni	0.0	6.97787	1.50457	3.2137	0.43611	1.19797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02735	0.48953	8.17909
s__Schaalia_turicensis	0.0	5.25013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_bromii	0.0	2.49266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB13315_SGB20561	0.0	2.35445	0.06016	0.0	0.0	0.04526	0.0	2.09556	0.0	0.0	0.0	0.0	0.0	0.0	0.19873	0.0
s__GGB4574_SGB6324	0.0	0.7548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB13174_SGB20388	0.0	0.6449	0.0	0.0	0.0	0.07091	0.0	0.04932	0.0	0.0	0.0	0.0	0.07206	0.0	3.16288	0.0
s__Escherichia_coli	0.0	0.61617	0.08773	6.81255	1.13845	3.36489	0.0542	0.1775	2.0604	1.11357	20.65225	0.87376	1.13429	19.97226	1.17634	0.00973
s__Bacteroides_stercoris	0.0	0.47852	0.01594	0.03161	1.39366	0.4594	4.64616	1.13799	1.47157	2.20777	0.63391	3.64477	0.93852	0.29605	5.16775	1.33256
s__Mogibacterium_kristiansenii	0.0	0.46873	0.0	0.0	0.0	0.33465	0.0	0.44106	0.0	0.0	0.0	0.0	0.40139	0.0	0.625	0.0
s__GGB51648_SGB4350	0.0	0.46815	0.16119	0.0	0.0	0.0	0.0	0.03369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
