clade_name	MS11669_jun23_nreads	MS11670_jun23_nreads	MS11673_jun23_nreads	MS11674_jun23_nreads	MS11675_jun23_nreads	MS11676_jun23_nreads	MS11677_jun23_nreads	MS11678_jun23_nreads	MS11679_jun23_nreads	MS11683_jun23_nreads	MS11684_jun23_nreads	MS11686_jun23_nreads	MS11770_jun23_nreads	MS11771_jun23_nreads	MS11774_jun23_nreads	MS11775_jun23_nreads
s__Flavobacterium_sp_NKUCC04_CG	0.0	0.0	0.0	0.0	0.00708	0.09681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00379
s__Ruminococcus_gnavus	0.0	0.0	0.0	0.0	0.00705	0.0	0.0	0.0	0.0	0.0	0.0	0.0326	0.0	0.0	0.00947	0.12296
s__GGB50771_SGB70938	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_deceptionensis	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB86908_SGB115908	0.0	0.0	0.0	0.0	0.00661	0.51002	0.04241	5.4308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051
s__Bacteroides_eggerthii	0.0	0.0	0.0	0.0	0.00658	0.0	0.02076	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.03871	0.02825
s__Streptococcus_gallinaceus	0.0	0.0	0.0	0.0	0.00657	0.0	0.0	0.0	0.0	0.0	0.0	0.38829	0.0	0.0	0.0	0.0
s__Pseudomonas_taetrolens	0.0	0.0	0.0	0.0	0.00644	0.0	0.0	0.04092	0.0	0.0	0.0	0.0	0.0	0.69112	0.0	0.00159
s__GGB55957_SGB77276	0.0	0.0	0.0	0.0	0.00631	0.00267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00921	0.00722
s__Microbacterium_sp_NC79	0.0	0.0	0.0	0.0	0.00628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01348	0.0	0.0
s__Leucobacter_sp_CX169	0.0	0.0	0.0	0.0	0.0058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03061
s__Stenotrophomonas_SGB57017	0.0	0.0	0.0	0.0	0.00578	0.0	0.0	0.0	0.01946	0.0	0.0	0.0	0.0	0.05587	0.0	0.0
s__Psychrobacter_glaciei	0.0	0.0	0.0	0.0	0.00575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173
s__Paenibacillus_nasutitermitis	0.0	0.0	0.0	0.0	0.00564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Vagococcus_allomyrinae	0.0	0.0	0.0	0.0	0.00564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_frigidicola	0.0	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_chrysemydis	0.0	0.0	0.0	0.0	0.00547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091
s__Homoserinimonas_aerilata	0.0	0.0	0.0	0.0	0.00536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09177	0.0	0.00457
s__Psychrobacillus_psychrodurans	0.0	0.0	0.0	0.0	0.00536	0.0	0.0	0.0	0.0	0.0	0.1056	0.0	0.0	0.08074	0.0	0.0
s__Fusobacterium_sp_DD14	0.0	0.0	0.0	0.0	0.00533	0.01169	0.0	0.0055	0.0	0.0	0.0	0.0	0.0	0.0	0.00928	0.00364
s__Psychrobacter_sp_NG254	0.0	0.0	0.0	0.0	0.00529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035
s__Brucella_rhizosphaerae	0.0	0.0	0.0	0.0	0.00503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Glutamicibacter_arilaitensis	0.0	0.0	0.0	0.0	0.00498	0.11377	0.0	0.0181	0.0	0.0	0.0262	0.0	0.0	0.02127	0.0	0.0
s__Microbacterium_keratanolyticum	0.0	0.0	0.0	0.0	0.0049	0.0	0.0	0.0	0.01984	0.06887	0.0	0.06614	0.6334	0.0	0.0	0.0
s__GGB49462_SGB69384	0.0	0.0	0.0	0.0	0.00484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_SGB59878	0.0	0.0	0.0	0.0	0.00468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03555
s__Hafnia_paralvei	0.0	0.0	0.0	0.0	0.00438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Proteus_mirabilis	0.0	0.0	0.0	0.0	0.00433	0.76351	0.0	0.0	0.0	0.0	0.00196	0.0	0.0	0.0	0.0	0.0
s__Sanguibacter_suarezii	0.0	0.0	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecis	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00783	0.00956
s__Clostridium_mediterraneense	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045
s__Acinetobacter_sp_TGL_Y2	0.0	0.0	0.0	0.0	0.00427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_coccoides	0.0	0.0	0.0	0.0	0.00417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Stenotrophomonas_koreensis	0.0	0.0	0.0	0.0	0.00415	0.0	0.0	0.0	0.01856	0.0	0.0	0.0	0.0	0.05188	0.0	0.0
s__Bacteroides_sp_OF04_15BH	0.0	0.0	0.0	0.0	0.00407	0.0	0.0	0.0	0.44489	0.7237	0.0	0.65667	0.0	0.0	0.0	0.0
s__Solibacillus_cecembensis	0.0	0.0	0.0	0.0	0.00391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mediterraneibacter_SGB71712	0.0	0.0	0.0	0.0	0.00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00967
s__Sphingobacterium_nematocida	0.0	0.0	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.0	0.0	0.00909	0.0	0.0	0.0	0.0
s__Psychrobacter_sp_NG25	0.0	0.0	0.0	0.0	0.00346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptostreptococcus_russellii	0.0	0.0	0.0	0.0	0.00338	0.00596	0.0	0.1581	0.0	0.0	0.0	0.0	0.03688	0.0	0.06892	0.0
s__Psychrobacter_sp_72_O_c	0.0	0.0	0.0	0.0	0.00337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kaistella_antarctica	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00621
s__Psychrobacter_sp_P11G5	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_sp_Cmf_22_2	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alcaligenes_sp_SORT26	0.0	0.0	0.0	0.0	0.00326	0.0	0.0	0.0	0.07585	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_urativorans	0.0	0.0	0.0	0.0	0.00322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Tomitella_biformata	0.0	0.0	0.0	0.0	0.00322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00295
s__Nocardiopsis_ganjiahuensis	0.0	0.0	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sanguibacter_gelidistatuariae	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_pasteurii	0.0	0.0	0.0	0.0	0.0031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Yersinia_rohdei	0.0	0.0	0.0	0.0	0.00307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_necrophorum	0.0	0.0	0.0	0.0	0.00306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nocardiopsis_prasina	0.0	0.0	0.0	0.0	0.00299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_sp_OK302	0.0	0.0	0.0	0.0	0.00288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3603_SGB4866	0.0	0.0	0.0	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01528	0.06184
s__Sphingobacterium_faecium	0.0	0.0	0.0	0.0	0.00253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13671	0.13538	0.0	0.0
s__Mediterraneibacter_sp_DSM_111629	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00377
s__Flavobacterium_baculatum	0.0	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.00738	0.0	0.0	0.9696	0.0	0.0
s__Staphylococcus_pseudintermedius	0.0	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05009	0.0	0.01221	0.00346
s__Flavobacterium_flabelliforme	0.0	0.0	0.0	0.0	0.00234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07026
s__Firmicutes_unclassified_SGB47659	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.01228	0.0	0.0	0.08889	0.05958
s__Bacteroides_gallinarum	0.0	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01948	0.00577
s__Sporosarcina_sp_A4	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_violaceochromogenes	0.0	0.0	0.0	0.0	0.00192	0.02819	0.07668	0.23055	0.13462	0.02623	0.23061	0.15686	0.0	0.03706	1.18773	0.0
s__Sanguibacter_inulinus	0.0	0.0	0.0	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1096	0.0	0.0
s__GGB14982_SGB22687	0.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.02667	0.0104	0.0	0.0	0.0	0.02652	0.0	0.0
s__Capnocytophaga_canis	0.0	0.0	0.0	0.0	0.00179	0.00949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microbacterium_commune	0.0	0.0	0.0	0.0	0.00176	0.00136	0.0	0.0	0.01192	0.01522	0.0	0.0	0.0	0.0	0.0	0.0
s__Filibacter_tadaridae	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB8177_SGB12496	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.00828	0.0	0.0	0.0	0.0	0.02439	0.0	0.0
s__Psychrobacter_jeotgali	0.0	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_clarus	0.0	0.0	0.0	0.0	0.0017	0.08953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02775	0.00718
s__Psychrobacter_aquaticus	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavobacterium_sp_xlx_214	0.0	0.0	0.0	0.0	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00183	0.0	0.0
s__Fusobacterium_sp_IOR10	0.0	0.0	0.0	0.0	0.00155	0.0155	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.00026
s__Psychrobacter_fulvigenes	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_paraversuta	0.0	0.0	0.0	0.0	0.00142	0.0	0.0	0.00964	0.0	0.0	0.0	0.0	0.0	0.01334	0.0	0.0
s__Kurthia_gibsonii	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_propionicigenes	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.00225	0.0	0.0	0.01957	0.0062
s__Cetobacterium_ceti	0.0	0.0	0.0	0.0	0.00131	0.01029	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.00224	0.00043
s__Sanguibacter_keddieii	0.0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sporosarcina_limicola	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavimobilis_soli	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.13438	0.01796	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidatus_Manganitrophus_noduliformans	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptostreptococcus_canis	0.0	0.0	0.0	0.0	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnospiraceae_unclassified_SGB4550	0.0	0.0	0.0	0.0	0.00103	0.05292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00616
s__Stenotrophomonas_ginsengisoli	0.0	0.0	0.0	0.0	0.00096	0.0	0.0	0.0	0.02638	0.0	0.00675	0.0	0.0	0.02868	0.0	0.0
s__Helcococcus_sueciensis	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_weissii	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01022	0.0	0.0
s__GGB77896_SGB108027	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.00989	0.0	0.0	0.0	0.0	0.00907	0.0	0.0
s__Rhizocola_hellebori	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sediminihabitans_luteus	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lysobacter_sp_CJ11	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00377	0.0	0.0
s__GGB4385_SGB6032	0.0	0.0	0.0	0.0	0.00085	0.02471	0.0	0.04768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083
s__Pseudoxanthomonas_dokdonensis	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00685	0.0	0.0
s__Halopseudomonas_litoralis	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_glacincola	0.0	0.0	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Myroides_sp_SCSIO_72103	0.0	0.0	0.0	0.0	0.00058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01825	0.0	0.0
s__Tyzzerella_SGB4454	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lysobacter_oculi	0.0	0.0	0.0	0.0	0.00045	0.0	0.0	0.0	0.01938	0.0	0.0	0.0	0.0	0.0147	0.0	0.0
s__Pseudomonas_versuta	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB45559_SGB105792	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.0	0.0095	0.0	0.0	0.0	0.02041
s__Arthrobacter_stackebrandtii	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavobacterium_viscosum	0.0	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0993	0.0	0.0
s__Acidovorax_sp_Be4	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Buttiauxella_sp_B2	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Proteus_myxofaciens	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lelliottia_amnigena	0.0	0.0	0.0	0.0	0.0	0.28291	0.0	0.0	0.0	0.0	0.00479	0.0	0.0	0.12075	0.0	0.0
s__Clostridiaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.21756	0.0	0.11962	0.0	0.0	0.01732	0.0	0.0	0.0	0.0	0.0
s__Methanobrevibacter_smithii	0.0	0.0	0.0	0.0	0.0	0.12858	0.0	0.63903	0.0	0.0	0.0	0.0	3.18077	0.0	0.0	0.0
s__Anaerobiospirillum_thomasii	0.0	0.0	0.0	0.0	0.0	0.11215	0.0	0.01485	0.13269	0.21795	0.0	0.04838	0.0	0.0	0.10163	0.12967
s__Turicibacter_sanguinis	0.0	0.0	0.0	0.0	0.0	0.10156	0.0	0.03056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_celatum	0.0	0.0	0.0	0.0	0.0	0.09602	0.0	0.25389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptostreptococcaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.08502	0.0	0.02813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB10111_SGB93302	0.0	0.0	0.0	0.0	0.0	0.08417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB35456_SGB66051	0.0	0.0	0.0	0.0	0.0	0.0558	0.1098	0.22551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03549
s__Agrococcus_casei	0.0	0.0	0.0	0.0	0.0	0.05542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Glutamicibacter_protophormiae	0.0	0.0	0.0	0.0	0.0	0.04713	0.0	0.0	0.1094	0.0	0.10439	0.0	0.0	0.02046	0.0	0.0
s__Clostridium_algidicarnis	0.0	0.0	0.0	0.0	0.0	0.04194	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB53671_SGB122549	0.0	0.0	0.0	0.0	0.0	0.04034	0.0	0.0	0.0	0.0	0.0	0.10656	0.0	0.0	0.0	0.0
s__Psychrobacter_alimentarius	0.0	0.0	0.0	0.0	0.0	0.0382	0.0	0.07534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_butyricum	0.0	0.0	0.0	0.0	0.0	0.03507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Halomonas_hydrothermalis	0.0	0.0	0.0	0.0	0.0	0.03114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brachybacterium_massiliense	0.0	0.0	0.0	0.0	0.0	0.03054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rheinheimera_sp_D18	0.0	0.0	0.0	0.0	0.0	0.02927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17376	0.01065	0.48618
s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.02557	0.0	0.0	0.0	0.0	0.08873	0.0	0.0	0.05399	0.0	0.0
s__Corynebacterium_casei	0.0	0.0	0.0	0.0	0.0	0.02366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB42184_SGB59334	0.0	0.0	0.0	0.0	0.0	0.02189	0.0	0.02824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aeromonas_bestiarum	0.0	0.0	0.0	0.0	0.0	0.02127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9511_SGB14908	0.0	0.0	0.0	0.0	0.0	0.01939	0.0	0.4081	0.0	0.0	0.0	0.0	0.02908	0.0	0.19622	0.0
s__Phocaeicola_sartorii	0.0	0.0	0.0	0.0	0.0	0.01773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06651	0.01644
s__GGB61943_SGB84076	0.0	0.0	0.0	0.0	0.0	0.01651	0.05897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_distasonis	0.0	0.0	0.0	0.0	0.0	0.01574	0.0	0.02531	0.0	0.0	0.0	0.0	0.13043	0.0	0.03961	0.05914
s__Psychrobacter_arenosus	0.0	0.0	0.0	0.0	0.0	0.01515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kaistella_carnis	0.0	0.0	0.0	0.0	0.0	0.01512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00468
s__GGB30134_SGB43057	0.0	0.0	0.0	0.0	0.0	0.01478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6572_SGB9284	0.0	0.0	0.0	0.0	0.0	0.01295	0.68201	0.0	0.29303	0.40198	0.0	0.07367	0.0	0.0	0.0	0.0
s__Paraclostridium_bifermentans	0.0	0.0	0.0	0.0	0.0	0.01266	0.0	0.0	0.0	0.0	0.0	0.0	0.00551	0.0	0.0	0.0
s__GGB1627_SGB2227	0.0	0.0	0.0	0.0	0.0	0.01151	0.0	0.05742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Capnocytophaga_cynodegmi	0.0	0.0	0.0	0.0	0.0	0.01043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_mortiferum	0.0	0.0	0.0	0.0	0.0	0.00974	0.0	1.42217	0.0	0.0	0.0	0.0	0.01737	0.0	0.0	0.0
s__Methylotenera_versatilis	0.0	0.0	0.0	0.0	0.0	0.00938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011
s__Comamonas_suwonensis	0.0	0.0	0.0	0.0	0.0	0.00848	0.0	0.0	0.00475	0.0	0.0	0.0	2.06054	0.0	0.0	0.0
s__GGB3743_SGB5086	0.0	0.0	0.0	0.0	0.0	0.0081	0.0	0.0206	0.0	0.0	0.03391	0.0	0.09119	0.0	0.07243	0.0
s__Planomicrobium_sp_REN8	0.0	0.0	0.0	0.0	0.0	0.00805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB42928_SGB123144	0.0	0.0	0.0	0.0	0.0	0.00776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04526
s__Holdemanella_porci	0.0	0.0	0.0	0.0	0.0	0.00646	0.0	0.33833	0.0	0.0	0.0	0.0	1.0136	0.0	0.03397	0.0
s__Phocaeicola_dorei	0.0	0.0	0.0	0.0	0.0	0.00643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00677
s__Flavobacterium_cerinum	0.0	0.0	0.0	0.0	0.0	0.0063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptacetobacter_hominis	0.0	0.0	0.0	0.0	0.0	0.00604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043
s__GGB3600_SGB47662	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01629
s__GGB3217_SGB4249	0.0	0.0	0.0	0.0	0.0	0.00472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB50802_SGB106454	0.0	0.0	0.0	0.0	0.0	0.00427	0.0	0.00285	0.96384	0.85314	2.23748	0.15253	0.0	0.0	0.01554	0.00051
s__GGB1380_SGB1883	0.0	0.0	0.0	0.0	0.0	0.00426	0.0	0.15227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Solibacillus_silvestris	0.0	0.0	0.0	0.0	0.0	0.0041	0.0	0.0	0.0	0.0	0.0433	0.12054	0.0	0.0	0.0	0.0
s__Fusobacterium_sp_FSA_380_WT_3A	0.0	0.0	0.0	0.0	0.0	0.00292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1457_SGB2020	0.0	0.0	0.0	0.0	0.0	0.00253	0.0	0.78912	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0
s__GGB92565_SGB133354	0.0	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_saudiense	0.0	0.0	0.0	0.0	0.0	0.00164	0.0	0.02875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB10693_SGB17348	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.14599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Carnobacterium_inhibens	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03523	0.0	0.03623
s__Cetobacterium_sp_2A	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paracoccus_everestensis	0.0	0.0	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_necrogenes	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.00864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6601_SGB9333	0.0	0.0	0.0	0.0	0.0	0.0	7.28005	0.08425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6614_SGB9349	0.0	0.0	0.0	0.0	0.0	0.0	4.96304	0.05282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01423
s__GGB6613_SGB9347	0.0	0.0	0.0	0.0	0.0	0.0	3.82195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00195
s__Barnesiella_intestinihominis	0.0	0.0	0.0	0.0	0.0	0.0	0.29065	0.02612	0.02743	0.05681	0.0	0.37022	0.0	0.0	0.02649	0.12234
